text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
['{Rather. Another silence.} question: {Rather. A long period of incessant chatter.} Yes or No? answer: Ġ'],"[[2, 45152, 35716, 4, 2044, 7308, 49463, 864, 35, 25522, 35716, 4, 83, 251, 675, 9, 32772, 927, 29205, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[1],[11],"[[0.55517578125, 0.436767578125, 0.0003764629364013672, 0.0002994537353515625, 0.0002906322479248047, 0.0001970529556274414, 0.00019669532775878906, 0.00019598007202148438, 0.00018680095672607422, 0.0001609325408935547, 0.00014483928680419922, 0.00013172626495361328, 0.00013017654418945312, 0.0001264810562133789, 0.0001176595687866211, 0.00010895729064941406, 0.0001042485237121582, 9.97781753540039e-05, 9.78708267211914e-05, 9.441375732421875e-05, 9.161233901977539e-05, 8.83340835571289e-05, 7.653236389160156e-05, 7.414817810058594e-05, 6.818771362304688e-05, 6.717443466186523e-05, 6.55055046081543e-05, 6.54458999633789e-05, 6.449222564697266e-05, 6.41942024230957e-05, 6.330013275146484e-05, 6.186962127685547e-05, 5.78761100769043e-05, 5.59687614440918e-05, 5.5849552154541016e-05, 5.40614128112793e-05, 5.40614128112793e-05, 5.0961971282958984e-05, 4.965066909790039e-05, 4.7087669372558594e-05, 4.57763671875e-05, 4.398822784423828e-05, 4.398822784423828e-05, 4.3272972106933594e-05, 4.303455352783203e-05, 4.088878631591797e-05, 3.981590270996094e-05, 3.832578659057617e-05, 3.719329833984375e-05, 3.510713577270508e-05, 0.00341796875]]","[[3084, 9904, 7199, 14541, 487, 36948, 100, 14783, 13449, 250, 9690, 3216, 10932, 440, 29802, 35882, 243, 975, 22491, 32541, 32458, 16991, 116, 1711, 25101, 7516, 1185, 46236, 133, 14563, 33082, 46659, 19847, 8346, 37128, 2895, 113, 39254, 32523, 2264, 41010, 1121, 1106, 19897, 6766, 17425, 1640, 2362, 50118, 31535]]"
"['{Because many different packages are available, and because more than one can be used, auditors should determine what models, if any, are used in their agencies.} question: {Auditors have the option of choosing a model to use.} Yes or No? answer: Ġ']","[[2, 45152, 10105, 171, 430, 8368, 32, 577, 6, 8, 142, 55, 87, 65, 64, 28, 341, 6, 9818, 9314, 197, 3094, 99, 3092, 6, 114, 143, 6, 32, 341, 11, 49, 2244, 49463, 864, 35, 25522, 37779, 9314, 33, 5, 1973, 9, 8348, 10, 1421, 7, 304, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[1],[12],"[[0.69287109375, 0.298583984375, 0.0004363059997558594, 0.0004165172576904297, 0.0003783702850341797, 0.0003674030303955078, 0.0003330707550048828, 0.0002636909484863281, 0.0002351999282836914, 0.00023412704467773438, 0.00021445751190185547, 0.00019848346710205078, 0.00017499923706054688, 0.00013816356658935547, 0.00010222196578979492, 9.959936141967773e-05, 9.834766387939453e-05, 9.816884994506836e-05, 9.632110595703125e-05, 9.322166442871094e-05, 8.845329284667969e-05, 8.827447891235352e-05, 8.469820022583008e-05, 8.0108642578125e-05, 7.724761962890625e-05, 7.641315460205078e-05, 7.551908493041992e-05, 6.407499313354492e-05, 6.03795051574707e-05, 5.930662155151367e-05, 5.900859832763672e-05, 5.2988529205322266e-05, 5.042552947998047e-05, 4.83393669128418e-05, 4.7206878662109375e-05, 4.4286251068115234e-05, 4.32133674621582e-05, 4.303455352783203e-05, 4.0590763092041016e-05, 4.0590763092041016e-05, 4.011392593383789e-05, 4.011392593383789e-05, 3.737211227416992e-05, 3.695487976074219e-05, 3.629922866821289e-05, 3.629922866821289e-05, 3.522634506225586e-05, 3.510713577270508e-05, 3.4868717193603516e-05, 3.463029861450195e-05, 0.0029296875]]","[[9904, 3084, 10932, 975, 14541, 3216, 7199, 41010, 100, 14783, 36948, 487, 13449, 250, 1106, 16991, 243, 440, 2895, 3849, 46236, 35882, 29802, 50118, 133, 32541, 1121, 4420, 1185, 9690, 14563, 46659, 29774, 116, 17425, 4056, 8346, 649, 19933, 1213, 1711, 32523, 3684, 2709, 12350, 40671, 22491, 8275, 11913, 495]]"
"[""{Think of the Briefing section as your quick hit on the day's and week's news.} question: {It contains both daily and weekly information.} Yes or No? answer: Ġ""]","[[2, 45152, 26644, 9, 5, 14201, 154, 2810, 25, 110, 2119, 478, 15, 5, 183, 18, 8, 186, 18, 340, 49463, 864, 35, 25522, 243, 6308, 258, 1230, 8, 4114, 335, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[1],[13],"[[0.82861328125, 0.163818359375, 0.0005130767822265625, 0.0003840923309326172, 0.0003399848937988281, 0.0002543926239013672, 0.0002474784851074219, 0.00017130374908447266, 0.0001671314239501953, 0.0001621246337890625, 0.00014781951904296875, 0.00014281272888183594, 0.000133514404296875, 0.00012695789337158203, 0.00010877847671508789, 0.00010156631469726562, 9.274482727050781e-05, 8.64863395690918e-05, 8.487701416015625e-05, 8.225440979003906e-05, 7.158517837524414e-05, 6.669759750366211e-05, 6.258487701416016e-05, 6.192922592163086e-05, 5.6862831115722656e-05, 5.6743621826171875e-05, 5.6684017181396484e-05, 5.316734313964844e-05, 5.2869319915771484e-05, 5.120038986206055e-05, 4.941225051879883e-05, 4.8160552978515625e-05, 4.750490188598633e-05, 4.70280647277832e-05, 4.655122756958008e-05, 4.4405460357666016e-05, 4.1544437408447266e-05, 4.13060188293457e-05, 3.838539123535156e-05, 3.826618194580078e-05, 3.790855407714844e-05, 3.7550926208496094e-05, 3.618001937866211e-05, 3.4868717193603516e-05, 3.457069396972656e-05, 3.254413604736328e-05, 3.212690353393555e-05, 3.159046173095703e-05, 3.1113624572753906e-05, 2.944469451904297e-05, 0.0029296875]]","[[9904, 3084, 3216, 975, 10932, 36948, 14783, 7199, 16991, 14541, 32541, 41010, 100, 46236, 243, 50118, 250, 4420, 133, 487, 2895, 8346, 37478, 13449, 1185, 440, 1106, 116, 9690, 32523, 22491, 12350, 33082, 26339, 3684, 35882, 29802, 1121, 7516, 13624, 4056, 1711, 26752, 46659, 29774, 39254, 3849, 31414, 713, 2709]]"
"[""{Who put it in the chest, I wonder?} question: {I'm curious as to who put it in the chest.} Yes or No? answer: Ġ""]","[[2, 45152, 12375, 342, 24, 11, 5, 7050, 6, 38, 5170, 116, 24303, 864, 35, 25522, 100, 437, 10691, 25, 7, 54, 342, 24, 11, 5, 7050, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[1],[14],"[[0.59130859375, 0.384033203125, 0.002445220947265625, 0.0012254714965820312, 0.000820159912109375, 0.0006566047668457031, 0.0006122589111328125, 0.0005593299865722656, 0.000507354736328125, 0.0004665851593017578, 0.000461578369140625, 0.00044417381286621094, 0.00040030479431152344, 0.0003604888916015625, 0.0003364086151123047, 0.000324249267578125, 0.0003161430358886719, 0.00031495094299316406, 0.00031304359436035156, 0.00029969215393066406, 0.0002925395965576172, 0.0002830028533935547, 0.0002741813659667969, 0.0002620220184326172, 0.00020611286163330078, 0.00019061565399169922, 0.00016832351684570312, 0.0001614093780517578, 0.0001436471939086914, 0.00013756752014160156, 0.00013566017150878906, 0.00013494491577148438, 0.00013124942779541016, 0.00013113021850585938, 0.00012433528900146484, 0.00012350082397460938, 0.00012159347534179688, 0.000118255615234375, 0.00011736154556274414, 0.00011646747589111328, 0.00010991096496582031, 0.00010949373245239258, 0.00010728836059570312, 0.00010639429092407227, 0.00010186433792114258, 9.691715240478516e-05, 9.584426879882812e-05, 9.542703628540039e-05, 9.465217590332031e-05, 9.41157341003418e-05, 0.00927734375]]","[[9904, 3084, 100, 14541, 7199, 243, 14783, 250, 1185, 133, 487, 32541, 10932, 2264, 8346, 7516, 29802, 35882, 7608, 1711, 975, 12375, 3216, 1106, 6766, 46236, 50118, 13449, 894, 1121, 116, 440, 22491, 33082, 32458, 2362, 45641, 970, 32523, 20328, 12350, 713, 16991, 42903, 170, 1213, 17986, 31414, 36948, 2895]]"
"[""{learn your colors learn your alphabet learn all your your little terms here and and learn how to uh begin learning some of the reading and by the second or third grade uh the little school system that we're in they have uh really a lot of computers uh it's a very wealthy district as as all that fighting's going on over who gets the money and the like but they have} question: {It's a poor district that argues over benches to sleep on } Yes or No? answer: Ġ""]","[[2, 45152, 38229, 110, 8089, 1532, 110, 34555, 1532, 70, 110, 110, 410, 1110, 259, 8, 8, 1532, 141, 7, 37463, 1642, 2239, 103, 9, 5, 2600, 8, 30, 5, 200, 50, 371, 4978, 37463, 5, 410, 334, 467, 14, 52, 214, 11, 51, 33, 37463, 269, 10, 319, 9, 7796, 37463, 24, 18, 10, 182, 8581, 1418, 25, 25, 70, 14, 2190, 18, 164, 15, 81, 54, 1516, 5, 418, 8, 5, 101, 53, 51, 33, 24303, 864, 35, 25522, 243, 18, 10, 2129, 1418, 14, 10648, 81, 26168, 7, 3581, 15, 35524, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[1],[15],"[[0.5869140625, 0.406494140625, 0.00045871734619140625, 0.0003337860107421875, 0.00032258033752441406, 0.00029277801513671875, 0.00023818016052246094, 0.00022912025451660156, 0.00017464160919189453, 0.00015544891357421875, 0.00014770030975341797, 0.0001398324966430664, 0.00013780593872070312, 0.00013387203216552734, 0.00010132789611816406, 9.512901306152344e-05, 8.875131607055664e-05, 8.702278137207031e-05, 8.594989776611328e-05, 8.26120376586914e-05, 8.20159912109375e-05, 7.772445678710938e-05, 7.62939453125e-05, 7.385015487670898e-05, 6.538629531860352e-05, 6.443262100219727e-05, 6.240606307983398e-05, 6.133317947387695e-05, 5.9664249420166016e-05, 5.841255187988281e-05, 5.167722702026367e-05, 5.0187110900878906e-05, 4.7266483306884766e-05, 4.500150680541992e-05, 4.416704177856445e-05, 4.1544437408447266e-05, 3.7550926208496094e-05, 3.6835670471191406e-05, 3.254413604736328e-05, 3.224611282348633e-05, 3.123283386230469e-05, 2.9385089874267578e-05, 2.7894973754882812e-05, 2.771615982055664e-05, 2.664327621459961e-05, 2.6464462280273438e-05, 2.6345252990722656e-05, 2.586841583251953e-05, 2.372264862060547e-05, 2.3365020751953125e-05, 0.001953125]]","[[3084, 9904, 14783, 7199, 10932, 14541, 100, 487, 13449, 440, 975, 36948, 3216, 2362, 7516, 46236, 8346, 33082, 29802, 50118, 243, 41010, 116, 32541, 1711, 250, 42903, 46659, 32523, 22491, 1185, 12350, 14563, 26752, 35882, 13984, 133, 42025, 31535, 37128, 6766, 1121, 30612, 2264, 17986, 1640, 4420, 9690, 19847, 13987]]"
"['{Formal and informal areas are landscaped with pools and fountains, while terraces tumble down the hillsides.} question: {There were no pools or fountains in the informal areas.} Yes or No? answer: Ġ']","[[2, 45152, 597, 43808, 8, 14110, 911, 32, 19342, 14677, 19, 16326, 8, 856, 12825, 5069, 6, 150, 17420, 11667, 26566, 159, 5, 14798, 4376, 49463, 864, 35, 25522, 970, 58, 117, 16326, 50, 856, 12825, 5069, 11, 5, 14110, 911, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[1],[16],"[[0.611328125, 0.384521484375, 0.0003647804260253906, 0.0002696514129638672, 0.00025582313537597656, 0.00015795230865478516, 0.00013697147369384766, 0.0001361370086669922, 0.00012314319610595703, 0.0001227855682373047, 0.00010728836059570312, 8.58306884765625e-05, 8.296966552734375e-05, 7.808208465576172e-05, 7.367134094238281e-05, 6.031990051269531e-05, 5.3822994232177734e-05, 4.494190216064453e-05, 4.011392593383789e-05, 3.820657730102539e-05, 3.802776336669922e-05, 3.695487976074219e-05, 3.62396240234375e-05, 3.5881996154785156e-05, 3.2901763916015625e-05, 3.230571746826172e-05, 3.135204315185547e-05, 2.950429916381836e-05, 2.9325485229492188e-05, 2.7239322662353516e-05, 2.7120113372802734e-05, 2.0623207092285156e-05, 2.0563602447509766e-05, 2.0325183868408203e-05, 1.9609928131103516e-05, 1.9490718841552734e-05, 1.9490718841552734e-05, 1.901388168334961e-05, 1.8835067749023438e-05, 1.8358230590820312e-05, 1.6629695892333984e-05, 1.627206802368164e-05, 1.5616416931152344e-05, 1.5497207641601562e-05, 1.5437602996826172e-05, 1.5020370483398438e-05, 1.4901161193847656e-05, 1.4424324035644531e-05, 1.4066696166992188e-05, 1.2636184692382812e-05, 0.00146484375]]","[[3084, 9904, 36948, 46659, 7199, 13449, 10932, 487, 14783, 14541, 975, 3216, 29802, 100, 440, 41010, 46236, 250, 32541, 2362, 22491, 35882, 33567, 133, 1121, 14563, 37128, 32523, 1711, 7516, 243, 32458, 9690, 8346, 1640, 2895, 39254, 33082, 19847, 17425, 42903, 3849, 116, 31535, 26752, 12350, 970, 4420, 1185, 16991]]"
"[""{There's a small zoo area where you can see snakes, lizards, birds of prey, wolves, hyenas, foxes, and various desert cats, including cheetahs and leopards.} question: {The zoo is home to a variety of animals including mammals, birds, lizards, and snakes.} Yes or No? answer: Ġ""]","[[2, 45152, 970, 18, 10, 650, 14188, 443, 147, 47, 64, 192, 24328, 6, 784, 39700, 6, 7723, 9, 18644, 6, 27365, 6, 14791, 225, 281, 6, 23602, 293, 6, 8, 1337, 10348, 10017, 6, 217, 5851, 594, 25118, 8, 2084, 1517, 5954, 49463, 864, 35, 25522, 133, 14188, 16, 184, 7, 10, 3143, 9, 3122, 217, 27772, 6, 7723, 6, 784, 39700, 6, 8, 24328, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[1],"[[0.91259765625, 0.0836181640625, 0.0004374980926513672, 0.0003497600555419922, 0.00033164024353027344, 0.0002238750457763672, 0.00017333030700683594, 0.00012814998626708984, 9.292364120483398e-05, 8.26716423034668e-05, 7.635354995727539e-05, 6.92605972290039e-05, 5.453824996948242e-05, 5.21540641784668e-05, 5.14984130859375e-05, 5.1140785217285156e-05, 5.036592483520508e-05, 3.927946090698242e-05, 3.898143768310547e-05, 3.892183303833008e-05, 3.445148468017578e-05, 2.8967857360839844e-05, 2.8133392333984375e-05, 2.4139881134033203e-05, 2.3186206817626953e-05, 2.187490463256836e-05, 2.1338462829589844e-05, 2.1219253540039062e-05, 2.092123031616211e-05, 2.0384788513183594e-05, 1.9729137420654297e-05, 1.9073486328125e-05, 1.901388168334961e-05, 1.8894672393798828e-05, 1.7583370208740234e-05, 1.5735626220703125e-05, 1.5616416931152344e-05, 1.5079975128173828e-05, 1.3887882232666016e-05, 1.2695789337158203e-05, 1.2218952178955078e-05, 1.1920928955078125e-05, 1.1920928955078125e-05, 1.1622905731201172e-05, 1.1444091796875e-05, 1.0788440704345703e-05, 1.0669231414794922e-05, 1.0669231414794922e-05, 1.0669231414794922e-05, 1.043081283569336e-05, 0.0009765625]]","[[9904, 3084, 3216, 975, 10932, 36948, 41010, 14783, 7199, 46236, 14541, 4420, 16991, 250, 32541, 487, 50118, 100, 9690, 46659, 13449, 2895, 12350, 133, 440, 1121, 3684, 43429, 243, 32523, 29802, 33082, 35882, 116, 3849, 8346, 25101, 14563, 7516, 26752, 1185, 1640, 13984, 10004, 17425, 4056, 30558, 1711, 510, 33567]]"
"[""{and i lived with Dana in school} question: {I didn't lived with Dana} Yes or No? answer: Ġ""]","[[2, 45152, 463, 939, 3033, 19, 11014, 11, 334, 24303, 864, 35, 25522, 100, 399, 75, 3033, 19, 11014, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[2],"[[0.5439453125, 0.447265625, 0.0008640289306640625, 0.00054931640625, 0.0004801750183105469, 0.00040268898010253906, 0.0003933906555175781, 0.00029587745666503906, 0.0001882314682006836, 0.00014662742614746094, 0.00014460086822509766, 0.0001423358917236328, 0.00014221668243408203, 0.00013196468353271484, 0.00010859966278076172, 0.00010251998901367188, 9.894371032714844e-05, 8.70823860168457e-05, 8.577108383178711e-05, 8.368492126464844e-05, 8.052587509155273e-05, 7.933378219604492e-05, 7.635354995727539e-05, 7.432699203491211e-05, 7.420778274536133e-05, 6.663799285888672e-05, 6.54458999633789e-05, 6.079673767089844e-05, 5.906820297241211e-05, 5.459785461425781e-05, 5.2034854888916016e-05, 5.066394805908203e-05, 4.941225051879883e-05, 4.6133995056152344e-05, 4.607439041137695e-05, 4.559755325317383e-05, 4.482269287109375e-05, 4.2378902435302734e-05, 4.017353057861328e-05, 3.695487976074219e-05, 3.653764724731445e-05, 3.635883331298828e-05, 3.546476364135742e-05, 3.260374069213867e-05, 3.2007694244384766e-05, 3.0994415283203125e-05, 3.063678741455078e-05, 3.0279159545898438e-05, 3.0279159545898438e-05, 2.9742717742919922e-05, 0.0029296875]]","[[3084, 9904, 14783, 7199, 100, 487, 14541, 975, 10932, 7516, 32541, 36948, 13449, 46236, 243, 22491, 3216, 116, 42903, 1185, 250, 440, 8346, 33082, 2362, 46659, 1711, 29802, 35882, 26752, 20328, 42025, 6766, 41010, 32523, 31535, 133, 38980, 2264, 19847, 17986, 14563, 16991, 1121, 1640, 31414, 1106, 894, 12350, 50118]]"
"['{I did so, and felt something bitty and sticky shoved down my throat.} question: {I felt something bitty and sticky forced down my throat.} Yes or No? answer: Ġ']","[[2, 45152, 100, 222, 98, 6, 8, 1299, 402, 741, 18308, 8, 25247, 30988, 159, 127, 14599, 49463, 864, 35, 25522, 100, 1299, 402, 741, 18308, 8, 25247, 1654, 159, 127, 14599, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[3],"[[0.8193359375, 0.173828125, 0.0005078315734863281, 0.0004429817199707031, 0.0004222393035888672, 0.0003070831298828125, 0.00028824806213378906, 0.00028324127197265625, 0.0002315044403076172, 0.00018107891082763672, 0.00015985965728759766, 0.00015461444854736328, 0.0001386404037475586, 0.0001361370086669922, 0.00011616945266723633, 8.726119995117188e-05, 7.778406143188477e-05, 7.516145706176758e-05, 6.836652755737305e-05, 6.783008575439453e-05, 6.54458999633789e-05, 6.031990051269531e-05, 5.823373794555664e-05, 5.65648078918457e-05, 5.334615707397461e-05, 5.2869319915771484e-05, 4.976987838745117e-05, 4.786252975463867e-05, 4.190206527709961e-05, 4.0531158447265625e-05, 3.987550735473633e-05, 3.49879264831543e-05, 3.4868717193603516e-05, 3.463029861450195e-05, 2.956390380859375e-05, 2.86102294921875e-05, 2.8133392333984375e-05, 2.676248550415039e-05, 2.580881118774414e-05, 2.574920654296875e-05, 2.5451183319091797e-05, 2.4378299713134766e-05, 2.3484230041503906e-05, 2.3245811462402344e-05, 2.300739288330078e-05, 2.294778823852539e-05, 2.2709369659423828e-05, 2.2649765014648438e-05, 2.2649765014648438e-05, 2.2530555725097656e-05, 0.001953125]]","[[9904, 3084, 14783, 975, 14541, 3216, 10932, 46236, 7199, 41010, 100, 36948, 32541, 35882, 487, 13449, 250, 32523, 50118, 1711, 7516, 243, 4420, 33082, 46659, 440, 1185, 8346, 9690, 32458, 43429, 2895, 3849, 42903, 116, 20328, 22491, 25101, 31535, 510, 1121, 133, 1640, 387, 771, 2264, 17425, 26752, 495, 12350]]"
"['{Because a large proportion of street costs are fixed,27 the unit (per piece) street cost initially declines rapidly as volume increases and continues to decline at a decreasing rate.} question: {Street costs remain at $0.00 forever no matter what.} Yes or No? answer: Ġ']","[[2, 45152, 10105, 10, 739, 10301, 9, 2014, 1042, 32, 4460, 6, 2518, 5, 1933, 36, 1741, 2125, 43, 2014, 701, 3225, 11081, 6042, 25, 3149, 3488, 8, 1388, 7, 2991, 23, 10, 20910, 731, 49463, 864, 35, 25522, 24265, 1042, 1091, 23, 68, 288, 4, 612, 6000, 117, 948, 99, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[4],"[[0.541015625, 0.44482421875, 0.0013990402221679688, 0.0008220672607421875, 0.0007028579711914062, 0.0005331039428710938, 0.0005125999450683594, 0.00041222572326660156, 0.0003578662872314453, 0.0003495216369628906, 0.00031113624572753906, 0.0003108978271484375, 0.00025391578674316406, 0.00023877620697021484, 0.00018644332885742188, 0.00017142295837402344, 0.00015974044799804688, 0.0001569986343383789, 0.00014197826385498047, 0.00014138221740722656, 0.0001399517059326172, 0.0001392364501953125, 0.00013458728790283203, 0.0001342296600341797, 0.00013172626495361328, 0.0001264810562133789, 0.0001195073127746582, 0.00011640787124633789, 0.00011277198791503906, 0.00010567903518676758, 0.00010353326797485352, 9.334087371826172e-05, 8.90493392944336e-05, 8.398294448852539e-05, 8.219480514526367e-05, 7.891654968261719e-05, 7.474422454833984e-05, 6.401538848876953e-05, 5.9545040130615234e-05, 5.6743621826171875e-05, 5.65648078918457e-05, 5.40614128112793e-05, 5.3942203521728516e-05, 5.137920379638672e-05, 4.774332046508789e-05, 4.64320182800293e-05, 4.5180320739746094e-05, 4.51207160949707e-05, 4.494190216064453e-05, 4.1365623474121094e-05, 0.00439453125]]","[[3084, 9904, 36948, 46659, 13449, 10932, 7199, 487, 14783, 14541, 22491, 41010, 975, 46236, 14563, 100, 116, 37128, 32541, 32523, 4056, 29802, 33567, 3849, 3216, 2362, 243, 35882, 440, 17425, 133, 30612, 250, 7516, 50118, 1711, 1121, 13984, 649, 33082, 597, 26752, 8346, 1640, 2895, 39254, 19847, 1185, 42903, 12350]]"
['{The value of scale is about $4.} question: {The scale has a value of $4.} Yes or No? answer: Ġ'],"[[2, 45152, 133, 923, 9, 3189, 16, 59, 68, 306, 49463, 864, 35, 25522, 133, 3189, 34, 10, 923, 9, 68, 306, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[5],"[[0.94091796875, 0.0533447265625, 0.0006871223449707031, 0.0004093647003173828, 0.00033664703369140625, 0.0002503395080566406, 0.00022029876708984375, 0.00019049644470214844, 0.00015842914581298828, 0.00012731552124023438, 0.0001245737075805664, 0.00010639429092407227, 0.00010210275650024414, 0.0001004338264465332, 7.873773574829102e-05, 7.367134094238281e-05, 7.063150405883789e-05, 6.628036499023438e-05, 6.139278411865234e-05, 5.835294723510742e-05, 5.549192428588867e-05, 5.155801773071289e-05, 5.137920379638672e-05, 4.9114227294921875e-05, 4.738569259643555e-05, 4.488229751586914e-05, 3.927946090698242e-05, 3.88026237487793e-05, 3.826618194580078e-05, 3.504753112792969e-05, 3.212690353393555e-05, 3.141164779663086e-05, 2.9921531677246094e-05, 2.8967857360839844e-05, 2.855062484741211e-05, 2.7060508728027344e-05, 2.6345252990722656e-05, 2.6345252990722656e-05, 2.4557113647460938e-05, 2.4497509002685547e-05, 2.4437904357910156e-05, 2.3663043975830078e-05, 2.294778823852539e-05, 2.1696090698242188e-05, 2.1159648895263672e-05, 1.919269561767578e-05, 1.913309097290039e-05, 1.8537044525146484e-05, 1.8358230590820312e-05, 1.817941665649414e-05, 0.00146484375]]","[[9904, 3084, 10932, 36948, 3216, 975, 41010, 14783, 46236, 32541, 7199, 14541, 32523, 100, 1711, 4420, 1629, 243, 133, 46659, 250, 13449, 33567, 8346, 1185, 12350, 33082, 35882, 13984, 7516, 50118, 1121, 487, 116, 3849, 10643, 4056, 9690, 1106, 713, 2264, 32458, 43429, 25101, 16991, 32476, 2895, 26752, 29802, 40566]]"
